Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Global_Sales_Disc
1288;Assassin's Creed III: Liberation;PSV;2012,0;Action;Ubisoft;0,58;0,55;0,06;0,28;1,47;Bajas Ventas
1289;SoulCalibur IV;PS3;2008,0;Fighting;Ubisoft;0,72;0,41;0,14;0,2;1,47;Bajas Ventas
1290;Mario Golf;N64;1999,0;Action;Nintendo;0,62;0,18;0,65;0,02;1,47;Bajas Ventas
1291;Disney Princess;GBA;2003,0;Platform;THQ;1,04;0,37;0,0;0,06;1,47;Bajas Ventas
1292;Fight Night Round 3;X360;2006,0;Fighting;Electronic Arts;1,33;0,03;0,01;0,1;1,47;Bajas Ventas
1293;Metal Gear Rising: Revengeance;PS3;2013,0;Action;Konami Digital Entertainment;0,45;0,4;0,44;0,18;1,47;Bajas Ventas
1294;Chrono Trigger;DS;2008,0;Role-Playing;Square Enix;0,69;0,2;0,49;0,09;1,47;Bajas Ventas
1295;Star Wars: The Force Unleashed II;X360;2010,0;Action;LucasArts;0,95;0,4;0,0;0,12;1,47;Bajas Ventas
1296;The House of the Dead 2 & 3 Return;Wii;2008,0;Shooter;Sega;0,78;0,5;0,03;0,15;1,47;Bajas Ventas
1297;Disney Princess: Magical Jewels;DS;2007,0;Adventure;Disney Interactive Studios;1,15;0,2;0,0;0,12;1,47;Bajas Ventas
1298;LittleBigPlanet PS Vita;PSV;2012,0;Platform;Sony Computer Entertainment;0,4;0,72;0,02;0,33;1,47;Bajas Ventas
1299;Xenogears;PS;1998,0;Role-Playing;SquareSoft;0,29;0,19;0,89;0,1;1,46;Bajas Ventas
1300;The SpongeBob SquarePants Movie;GBA;2004,0;Platform;THQ;1,02;0,38;0,0;0,06;1,46;Bajas Ventas
1301;Tom Clancy's Ghost Recon: Future Soldier;X360;2012,0;Shooter;Ubisoft;0,93;0,4;0,02;0,12;1,46;Bajas Ventas
1302;Battlefield: Bad Company;X360;2008,0;Shooter;Electronic Arts;0,81;0,46;0,04;0,15;1,46;Bajas Ventas
1303;Midway Arcade Treasures;PS2;2003,0;Misc;Midway Games;0,72;0,56;0,0;0,19;1,46;Bajas Ventas
1304;Wall-E;DS;2008,0;Platform;THQ;0,46;0,83;0,0;0,17;1,46;Bajas Ventas
1305;Triple Play 99;PS;;Sports;;0,81;0,55;0,0;0,1;1,46;Bajas Ventas
1306;Homefront;X360;2011,0;Shooter;THQ;0,83;0,48;0,02;0,12;1,46;Bajas Ventas
1307;Super Monkey Ball;GC;2001,0;Puzzle;Atari;0,95;0,37;0,1;0,04;1,46;Bajas Ventas
1308;Donkey Kong;2600;1981,0;Platform;Coleco;1,36;0,08;0,0;0,02;1,46;Bajas Ventas
1309;Mortal Kombat 4;PS;1998,0;Fighting;GT Interactive;0,81;0,55;0,0;0,1;1,46;Bajas Ventas
1310;Mario Superstar Baseball;GC;2005,0;Sports;Nintendo;0,93;0,24;0,25;0,04;1,46;Bajas Ventas
1311;Mass Effect 3;PS3;2012,0;Role-Playing;Electronic Arts;0,63;0,59;0,03;0,21;1,46;Bajas Ventas
1312;LEGO Batman 2: DC Super Heroes;Wii;2012,0;Action;Warner Bros, Interactive Entertainment;0,94;0,4;0,0;0,11;1,46;Bajas Ventas
1313;Medal of Honor: Warfighter;PS3;2012,0;Action;Electronic Arts;0,47;0,65;0,06;0,28;1,46;Bajas Ventas
1314;WCW vs the World;PS;1998,0;Fighting;THQ;1,17;0,2;0,04;0,05;1,46;Bajas Ventas
1315;SNK vs, Capcom: The Match of the Millennium;PSP;2006,0;Fighting;Sega;0,53;0,58;0,0;0,35;1,46;Bajas Ventas
1316;LEGO City Undercover;3DS;2013,0;Platform;Nintendo;0,51;0,75;0,07;0,12;1,46;Bajas Ventas
1317;Onimusha 3: Demon Siege;PS2;2004,0;Action;Capcom;0,37;0,47;0,54;0,07;1,45;Bajas Ventas
1318;Diablo III;X360;2013,0;Role-Playing;Activision;0,89;0,44;0,0;0,12;1,45;Bajas Ventas
1319;Batman: Arkham Knight;XOne;2015,0;Action;Warner Bros, Interactive Entertainment;0,86;0,46;0,0;0,13;1,45;Bajas Ventas
1320;BioShock;PS3;2008,0;Shooter;Take-Two Interactive;0,75;0,49;0,01;0,21;1,45;Bajas Ventas
1321;Red Dead Revolver;PS2;2004,0;Shooter;Take-Two Interactive;0,71;0,55;0,0;0,19;1,45;Bajas Ventas
1322;Anno 2070;PC;2011,0;Strategy;Ubisoft;0,0;1,13;0,0;0,32;1,45;Bajas Ventas
1323;Resident Evil: Outbreak;PS2;2003,0;Action;Capcom;0,54;0,35;0,46;0,1;1,45;Bajas Ventas
1324;Smarty Pants;Wii;2007,0;Misc;Electronic Arts;0,53;0,76;0,0;0,16;1,45;Bajas Ventas
1325;Tamagotchi;GB;1996,0;Simulation;Namco Bandai Games;0,0;0,0;1,44;0,01;1,45;Bajas Ventas
1326;4 Nin uchi Mahjong;NES;1984,0;Misc;Nintendo;0,0;0,0;1,45;0,0;1,45;Bajas Ventas
1327;Dragon Ball Z;SNES;1993,0;Fighting;Namco Bandai Games;0,0;0,0;1,45;0,0;1,45;Bajas Ventas
1328;Game de Hakken!! Tamagotchi 2;GB;1997,0;Simulation;Namco Bandai Games;0,0;0,0;1,44;0,01;1,45;Bajas Ventas
1329;Namco Museum 64;N64;1999,0;Misc;Namco Bandai Games;1,24;0,17;0,03;0,01;1,45;Bajas Ventas
1330;Hasbro Family Game Night;Wii;2008,0;Puzzle;Electronic Arts;0,97;0,34;0,0;0,13;1,45;Bajas Ventas
1331;Dragon Quest Monsters: Joker 2;DS;2010,0;Role-Playing;Square Enix;0,11;0,08;1,24;0,02;1,45;Bajas Ventas
1332;Tony Hawk's American Wasteland (Weekly american sales);PS2;2005,0;Sports;Activision;1,38;0,05;0,0;0,02;1,45;Bajas Ventas
1333;My Word Coach;DS;2007,0;Misc;Ubisoft;0,37;0,9;0,0;0,18;1,45;Bajas Ventas
1334;Hello Kitty Party;DS;2007,0;Misc;Rising Star Games;0,79;0,53;0,0;0,13;1,44;Bajas Ventas
1335;SingStar Pop;PS2;2007,0;Misc;Sony Computer Entertainment;0,04;1,08;0,0;0,32;1,44;Bajas Ventas
1336;Sonic Rivals;PSP;2006,0;Racing;Sega;0,73;0,42;0,0;0,28;1,44;Bajas Ventas
1337;SimCity (2013);PC;2013,0;Simulation;Electronic Arts;0,48;0,77;0,0;0,19;1,44;Bajas Ventas
1338;Kirby Super Star;SNES;1996,0;Platform;Nintendo;0,26;0,07;1,09;0,02;1,44;Bajas Ventas
1339;Far Cry 4;PS3;2014,0;Shooter;Ubisoft;0,33;0,79;0,08;0,23;1,44;Bajas Ventas
1340;WWE SmackDown vs Raw 2008;X360;2007,0;Fighting;THQ;0,92;0,38;0,0;0,13;1,44;Bajas Ventas
1341;Kinect Joy Ride;X360;2010,0;Racing;Microsoft Game Studios;0,92;0,4;0,0;0,12;1,44;Bajas Ventas
1342;Rayman Raving Rabbids;Wii;2006,0;Misc;Ubisoft;1,23;0,07;0,02;0,11;1,44;Bajas Ventas
1343;Need for Speed Rivals;PS3;2013,0;Racing;Electronic Arts;0,33;0,74;0,05;0,31;1,44;Bajas Ventas
1344;Tiger Woods PGA Tour 2005;PS2;2004,0;Sports;Electronic Arts;1,03;0,32;0,0;0,09;1,44;Bajas Ventas
1345;Dead Space 2;PS3;2011,0;Shooter;Electronic Arts;0,73;0,5;0,0;0,21;1,44;Bajas Ventas
1346;NCAA Football 2003;PS2;2002,0;Sports;Electronic Arts;1,16;0,08;0,0;0,19;1,44;Bajas Ventas
1347;Frogger 2: Swampy's Revenge;PS;1999,0;Action;Hasbro Interactive;0,8;0,54;0,0;0,09;1,43;Bajas Ventas
1348;Disney Infinity;X360;2013,0;Action;Disney Interactive Studios;0,96;0,37;0,0;0,11;1,43;Bajas Ventas
1349;LEGO Indiana Jones 2: The Adventure Continues;Wii;2009,0;Action;Activision;0,91;0,39;0,0;0,13;1,43;Bajas Ventas
1350;Sonic's Ultimate Genesis Collection;X360;2009,0;Misc;Sega;0,85;0,46;0,0;0,13;1,43;Bajas Ventas
1351;Tiger Woods PGA Tour 09 All-Play;Wii;2008,0;Sports;Electronic Arts;0,81;0,48;0,0;0,14;1,43;Bajas Ventas
1352;Disney's DuckTales;GB;1988,0;Platform;Capcom;0,82;0,23;0,35;0,03;1,43;Bajas Ventas
1353;Classic NES Series: Super Mario Bros,;GBA;2004,0;Platform;Nintendo;0,0;0,0;1,39;0,03;1,43;Bajas Ventas
1354;Triple Play 2000;PS;1999,0;Sports;Electronic Arts;0,79;0,54;0,0;0,09;1,43;Bajas Ventas
1355;Dragon Quest VII: Warriors of Eden;3DS;2013,0;Role-Playing;Square Enix;0,07;0,04;1,3;0,01;1,42;Bajas Ventas
1356;Cabela's Big Game Hunter;PS2;2002,0;Sports;Activision;0,7;0,54;0,0;0,18;1,42;Bajas Ventas
1357;UFC Undisputed 2010;PS3;2010,0;Fighting;THQ;0,8;0,41;0,02;0,19;1,42;Bajas Ventas
1358;NBA Live 06 (Weekly american sales);PS2;2005,0;Sports;Electronic Arts;1,35;0,05;0,0;0,02;1,42;Bajas Ventas
1359;The Legend of Zelda: The Minish Cap;GBA;2004,0;Action;Nintendo;0,89;0,22;0,22;0,1;1,42;Bajas Ventas
1360;NFL Street;PS2;2004,0;Sports;Electronic Arts;1,15;0,08;0,0;0,19;1,42;Bajas Ventas
1361;Sonic Generations;X360;2011,0;Platform;Sega;0,71;0,57;0,0;0,14;1,42;Bajas Ventas
1362;Super Metroid;SNES;1994,0;Action;Nintendo;0,57;0,12;0,71;0,02;1,42;Bajas Ventas
1363;Pro Yakyuu Family Stadium '87;NES;1987,0;Sports;Namco Bandai Games;0,12;0,0;1,3;0,0;1,42;Bajas Ventas
1364;Dead Space;X360;2008,0;Action;Electronic Arts;0,89;0,4;0,0;0,13;1,42;Bajas Ventas
1365;Resident Evil (Remake);GC;2002,0;Action;Capcom;0,63;0,38;0,35;0,05;1,42;Bajas Ventas
1366;Inazuma Eleven 2;DS;2009,0;Role-Playing;Nintendo;0,0;0,21;1,18;0,03;1,42;Bajas Ventas
1367;Tomb Raider (2013);PS4;2014,0;Action;Square Enix;0,47;0,64;0,06;0,25;1,41;Bajas Ventas
1368;LEGO Star Wars II: The Original Trilogy;PSP;2006,0;Action;LucasArts;0,58;0,51;0,0;0,32;1,41;Bajas Ventas
1369;Toy Story 3: The Video Game;Wii;2010,0;Action;Disney Interactive Studios;0,64;0,63;0,0;0,14;1,41;Bajas Ventas
1370;Fight Night Round 4;X360;2009,0;Fighting;Electronic Arts;0,95;0,34;0,0;0,13;1,41;Bajas Ventas
1371;LEGO Star Wars: The Video Game;GC;2005,0;Action;Eidos Interactive;1,09;0,28;0,0;0,04;1,41;Bajas Ventas
1372;Injustice: Gods Among Us;X360;2013,0;Fighting;Warner Bros, Interactive Entertainment;0,97;0,34;0,0;0,11;1,41;Bajas Ventas
1373;Madden NFL 15;PS3;2014,0;Sports;Electronic Arts;1,07;0,15;0,0;0,19;1,41;Bajas Ventas
1374;Disney's The Lion King;GEN;1994,0;Platform;Virgin Interactive;0,97;0,37;0,03;0,05;1,41;Bajas Ventas
1375;Ridge Racer;PSP;2004,0;Racing;Sony Computer Entertainment;0,36;0,45;0,32;0,28;1,41;Bajas Ventas
1376;Metroid: Other M;Wii;2010,0;Action;Nintendo;0,87;0,31;0,13;0,1;1,41;Bajas Ventas
1377;Knockout Kings 2000;PS;1999,0;Fighting;Electronic Arts;1,02;0,34;0,0;0,05;1,41;Bajas Ventas
1378;Gran Turismo 4 Prologue;PS2;2003,0;Racing;Sony Computer Entertainment;0,0;0,47;0,77;0,17;1,41;Bajas Ventas
1379;Twisted Metal: Black;PS2;2001,0;Racing;Sony Computer Entertainment;1,19;0,17;0,0;0,05;1,41;Bajas Ventas
1380;NASCAR 2005: Chase for the Cup;PS2;2004,0;Racing;Electronic Arts;0,69;0,54;0,0;0,18;1,41;Bajas Ventas
1381;Call of Duty: Black Ops;Wii;2010,0;Shooter;Activision;0,82;0,47;0,0;0,12;1,4;Bajas Ventas
1382;Spider-Man: The Movie;XB;2002,0;Action;Activision;1,07;0,28;0,0;0,05;1,4;Bajas Ventas
1383;Need For Speed: Undercover;PS2;2008,0;Racing;Electronic Arts;0,38;0,08;0,03;0,93;1,4;Bajas Ventas
1384;2Xtreme;PS;1996,0;Sports;Sony Computer Entertainment;1,15;0,2;0,0;0,05;1,4;Bajas Ventas
1385;Far Cry 2;PS3;2008,0;Action;Ubisoft;0,43;0,7;0,01;0,27;1,4;Bajas Ventas
1386;Sonic Advance 3;GBA;2004,0;Platform;THQ;0,74;0,52;0,08;0,06;1,4;Bajas Ventas
1387;Final Fantasy III;NES;1990,0;Role-Playing;SquareSoft;0,0;0,0;1,39;0,01;1,4;Bajas Ventas
1388;Battlefield 4;PC;2013,0;Shooter;Electronic Arts;0,38;0,86;0,0;0,16;1,4;Bajas Ventas
1389;Colin McRae Rally 3;PS2;2002,0;Racing;Codemasters;0,03;1,05;0,02;0,3;1,4;Bajas Ventas
1390;Madden NFL 2002;PS;2001,0;Sports;Electronic Arts;0,78;0,53;0,0;0,09;1,39;Bajas Ventas
1391;Doom (2016);PS4;2016,0;Shooter;Bethesda Softworks;0,49;0,66;0,02;0,22;1,39;Bajas Ventas
1392;Final Fantasy XII: Revenant Wings;DS;2007,0;Role-Playing;Square Enix;0,34;0,42;0,54;0,1;1,39;Bajas Ventas
1393;Bakugan: Battle Brawlers;DS;2009,0;Action;Activision;1,27;0,02;0,0;0,09;1,39;Bajas Ventas
1394;Deus Ex: Human Revolution;PS3;2011,0;Shooter;Square Enix;0,5;0,6;0,07;0,23;1,39;Bajas Ventas
1395;NBA Jam;SNES;1994,0;Sports;Acclaim Entertainment;1,19;0,16;0,0;0,03;1,39;Bajas Ventas
1396;Teenage Mutant Ninja Turtles III: The Manhattan Project;NES;1991,0;Action;Konami Digital Entertainment;1,05;0,17;0,15;0,02;1,39;Bajas Ventas
1397;Dynasty Warriors 5;PS2;2005,0;Action;Tecmo Koei;0,24;0,18;0,91;0,06;1,39;Bajas Ventas
1398;Hannah Montana: Spotlight World Tour;Wii;2007,0;Action;Disney Interactive Studios;0,87;0,38;0,0;0,13;1,39;Bajas Ventas
1399;WWE '13;PS3;2012,0;Action;THQ;0,51;0,62;0,0;0,26;1,39;Bajas Ventas
1400;Deus Ex: Human Revolution;X360;2011,0;Shooter;Square Enix;0,76;0,48;0,02;0,12;1,39;Bajas Ventas
1401;True Crime: Streets of LA;XB;2003,0;Action;Activision;0,96;0,37;0,0;0,05;1,38;Bajas Ventas
1402;The Sims 2;PSP;2005,0;Simulation;Electronic Arts;0,49;0,56;0,0;0,33;1,38;Bajas Ventas
1403;Paper Mario;N64;2000,0;Role-Playing;Nintendo;0,58;0,18;0,59;0,02;1,38;Bajas Ventas
1404;Bravely Default: Flying Fairy;3DS;2012,0;Role-Playing;Nintendo;0,5;0,32;0,49;0,07;1,38;Bajas Ventas
1405;Titanfall;X360;2014,0;Shooter;Electronic Arts;0,87;0,38;0,02;0,11;1,38;Bajas Ventas
1406;Duke Nukem: Time to Kill;PS;1998,0;Shooter;Take-Two Interactive;0,77;0,54;0,0;0,07;1,38;Bajas Ventas
1407;Persona 4: Golden;PSV;2012,0;Role-Playing;Atlus;0,46;0,34;0,38;0,21;1,38;Bajas Ventas
1408;Dead Rising 2;PS3;2010,0;Action;Capcom;0,43;0,57;0,15;0,22;1,38;Bajas Ventas
1409;Hasbro Family Game Night 2;Wii;2009,0;Misc;Electronic Arts;0,71;0,53;0,0;0,13;1,38;Bajas Ventas
1410;Disney Princess: Enchanted Journey;Wii;2007,0;Adventure;Disney Interactive Studios;1,24;0,04;0,0;0,09;1,38;Bajas Ventas
1411;Gardening Mama;DS;2009,0;Puzzle;505 Games;0,8;0,43;0,01;0,13;1,38;Bajas Ventas
1412;Dave Mirra Freestyle BMX 2;PS2;2001,0;Sports;Acclaim Entertainment;0,67;0,53;0,0;0,18;1,38;Bajas Ventas
1413;Need for Speed: The Run;X360;2011,0;Action;Electronic Arts;0,63;0,58;0,0;0,15;1,38;Bajas Ventas
1414;LEGO Indiana Jones: The Original Adventures;PS2;2008,0;Action;LucasArts;0,6;0,01;0,0;0,76;1,37;Bajas Ventas
1415;Assassin's Creed: Rogue;PS3;2014,0;Action;Ubisoft;0,46;0,62;0,06;0,23;1,37;Bajas Ventas
1416;Ridge Racer 7;PS3;2006,0;Racing;Namco Bandai Games;0,24;0,7;0,16;0,26;1,37;Bajas Ventas
1417;A Collection of Activision Classic Games for the Atari 2600;PS;1998,0;Misc;Activision;0,76;0,52;0,0;0,09;1,37;Bajas Ventas
1418;Forza Horizon 2;XOne;2014,0;Racing;Microsoft Game Studios;0,5;0,78;0,01;0,09;1,37;Bajas Ventas
1419;MotorStorm: Pacific Rift;PS3;2008,0;Racing;Sony Computer Entertainment;0,43;0,67;0,02;0,26;1,37;Bajas Ventas
1420;Sonic Colors;DS;2010,0;Platform;Sega;0,74;0,5;0,01;0,13;1,37;Bajas Ventas
1421;Star Wars Knights of the Old Republic II: The Sith Lords;XB;2004,0;Role-Playing;Activision;0,99;0,33;0,0;0,05;1,37;Bajas Ventas
1422;LEGO Harry Potter: Years 1-4;PS3;2010,0;Action;Warner Bros, Interactive Entertainment;0,55;0,6;0,0;0,22;1,37;Bajas Ventas
1423;Pocket Monsters Stadium;N64;1998,0;Strategy;Nintendo;0,0;0,0;1,37;0,0;1,37;Bajas Ventas
1424;NBA 2K15;PS3;2014,0;Sports;Take-Two Interactive;0,86;0,27;0,02;0,22;1,36;Bajas Ventas
1425;Tom Clancy's Ghost Recon 2;XB;2004,0;Shooter;Ubisoft;0,86;0,45;0,0;0,06;1,36;Bajas Ventas
1426;Crash Bandicoot 2: N-Tranced;GBA;2003,0;Platform;Vivendi Games;0,63;0,66;0,0;0,07;1,36;Bajas Ventas
1427;Burnout Paradise;X360;2008,0;Racing;Electronic Arts;0,63;0,58;0,01;0,15;1,36;Bajas Ventas
1428;SingStar Abba;PS2;2008,0;Misc;Sony Computer Entertainment;0,23;0,04;0,0;1,09;1,36;Bajas Ventas
1429;Gradius;NES;1986,0;Shooter;Konami Digital Entertainment;0,27;0,08;1,0;0,01;1,36;Bajas Ventas
1430;Dragon Quest III: Soshite Densetsu e,,,;SNES;1996,0;Role-Playing;Enix Corporation;0,0;0,0;1,36;0,0;1,36;Bajas Ventas
1431;Centipede;2600;1981,0;Shooter;Atari;1,26;0,08;0,0;0,01;1,36;Bajas Ventas
1432;Yoshi's New Island;3DS;2014,0;Platform;Nintendo;0,47;0,51;0,28;0,09;1,36;Bajas Ventas
1433;Ryse: Son of Rome;XOne;2013,0;Action;Microsoft Game Studios;0,82;0,42;0,0;0,11;1,36;Bajas Ventas
1434;Dead to Rights;PS2;2002,0;Shooter;Electronic Arts;0,67;0,52;0,0;0,17;1,36;Bajas Ventas
1435;LEGO Harry Potter: Years 5-7;Wii;;Action;Warner Bros, Interactive Entertainment;0,76;0,47;0,0;0,13;1,36;Bajas Ventas
1436;Marvel vs, Capcom 3: Fate of Two Worlds;PS3;2011,0;Fighting;Capcom;0,81;0,29;0,11;0,14;1,35;Bajas Ventas
1437;Dance Dance Revolution (Japan);PS;1999,0;Simulation;Konami Digital Entertainment;0,0;0,0;1,26;0,09;1,35;Bajas Ventas
1438;F1 2010;PS3;2010,0;Racing;Codemasters;0,25;0,76;0,08;0,27;1,35;Bajas Ventas
1439;Madden NFL 98;PS;1997,0;Sports;Electronic Arts;1,29;0,03;0,0;0,03;1,35;Bajas Ventas
1440;FIFA Soccer 09;PSP;2008,0;Sports;Electronic Arts;0,23;0,73;0,02;0,37;1,35;Bajas Ventas
1441;Namco Museum DS;DS;2007,0;Misc;Atari;1,18;0,01;0,06;0,09;1,35;Bajas Ventas
1442;FIFA Soccer 08;PSP;2007,0;Sports;Electronic Arts;0,2;0,76;0,0;0,39;1,35;Bajas Ventas
1443;Grand Theft Auto: Chinatown Wars;DS;2009,0;Action;Take-Two Interactive;0,59;0,57;0,05;0,14;1,35;Bajas Ventas
1444;Alan Wake;X360;2010,0;Action;Microsoft Game Studios;0,66;0,51;0,05;0,13;1,35;Bajas Ventas
1445;Battlefield: Bad Company;PS3;2008,0;Shooter;Electronic Arts;0,76;0,36;0,05;0,18;1,35;Bajas Ventas
1446;Mortal Kombat X;XOne;2015,0;Fighting;Warner Bros, Interactive Entertainment;1,0;0,21;0,0;0,13;1,35;Bajas Ventas
1447;Samurai Warriors;PS2;2004,0;Action;Electronic Arts;0,22;0,05;1,06;0,02;1,35;Bajas Ventas
1448;The Simpsons: Hit & Run;XB;2003,0;Racing;Vivendi Games;0,7;0,58;0,0;0,07;1,35;Bajas Ventas
1449;Devil May Cry 4;X360;2008,0;Action;Capcom;0,79;0,34;0,08;0,13;1,35;Bajas Ventas
1450;Tom Clancy's Rainbow Six: Vegas 2;PS3;2008,0;Shooter;Ubisoft;0,66;0,45;0,04;0,21;1,35;Bajas Ventas
1451;Monster Hunter Freedom;PSP;2005,0;Role-Playing;Capcom;0,24;0,04;1,03;0,04;1,35;Bajas Ventas
1452;Crysis 2;X360;2011,0;Action;Electronic Arts;0,7;0,5;0,02;0,12;1,35;Bajas Ventas
1453;SaGa Frontier;PS;1997,0;Role-Playing;SquareSoft;0,15;0,04;1,07;0,09;1,35;Bajas Ventas
1454;SingStar Party;PS2;2004,0;Misc;Sony Computer Entertainment;0,0;1,04;0,0;0,31;1,35;Bajas Ventas
1455;FIFA Soccer 08;X360;2007,0;Sports;Electronic Arts;0,31;0,89;0,01;0,14;1,35;Bajas Ventas
1456;The ICO & Shadow of the Colossus Collection;PS3;2011,0;Adventure;Sony Computer Entertainment;0,67;0,37;0,13;0,17;1,35;Bajas Ventas
1457;Test Drive;PS2;2002,0;Racing;Atari;0,95;0,21;0,01;0,18;1,34;Bajas Ventas
1458;Mario & Luigi: Partners in Time;DS;2005,0;Role-Playing;Nintendo;0,77;0,07;0,43;0,08;1,34;Bajas Ventas
1459;Lost Planet: Extreme Condition;X360;2006,0;Shooter;Capcom;1,09;0,04;0,1;0,11;1,34;Bajas Ventas
1460;Mortal Kombat 3;GEN;1994,0;Fighting;Acclaim Entertainment;1,03;0,27;0,0;0,04;1,34;Bajas Ventas
1461;Doom 3;XB;2005,0;Shooter;Activision;0,85;0,43;0,0;0,06;1,34;Bajas Ventas
1462;Donkey Kong Jungle Beat;GC;2004,0;Platform;Nintendo;0,84;0,22;0,24;0,04;1,34;Bajas Ventas
1463;Need for Speed Carbon;PS2;2006,0;Racing;Electronic Arts;1,22;0,05;0,05;0,01;1,34;Bajas Ventas
1464;Max Payne 2: The Fall of Max Payne;PS2;2003,0;Shooter;Take-Two Interactive;0,65;0,51;0,0;0,17;1,34;Bajas Ventas
1465;Command & Conquer: Red Alert 2;PC;2000,0;Strategy;Electronic Arts;1,32;0,02;0,0;0,0;1,34;Bajas Ventas
1466;MVP Baseball 2004;PS2;2004,0;Sports;Electronic Arts;1,1;0,06;0,0;0,18;1,34;Bajas Ventas
1467;WWE SmackDown vs Raw 2008;PS3;2007,0;Fighting;THQ;0,62;0,5;0,01;0,21;1,33;Bajas Ventas
1468;Ratchet & Clank: Up Your Arsenal (Weekly american sales);PS2;2004,0;Platform;Sony Computer Entertainment;1,27;0,05;0,0;0,02;1,33;Bajas Ventas
1469;Your Shape: Fitness Evolved;X360;2010,0;Sports;Ubisoft;0,79;0,42;0,0;0,11;1,33;Bajas Ventas
1470;Rage;PS3;2011,0;Shooter;Bethesda Softworks;0,47;0,59;0,06;0,21;1,33;Bajas Ventas
1471;Skylanders SWAP Force;X360;2013,0;Platform;Activision;0,86;0,36;0,0;0,11;1,33;Bajas Ventas
1472;NBA 2K14;PS4;2013,0;Sports;Take-Two Interactive;0,89;0,31;0,01;0,12;1,33;Bajas Ventas
1473;Spider-Man: The Movie;GBA;2002,0;Action;Activision;0,92;0,35;0,01;0,05;1,33;Bajas Ventas
1474;WWF War Zone;N64;1998,0;Fighting;Acclaim Entertainment;1,08;0,24;0,0;0,02;1,33;Bajas Ventas
1475;Tony Hawk's Pro Skater;GB;2000,0;Sports;Activision;0,9;0,38;0,01;0,05;1,33;Bajas Ventas
1476;The Sims: Bustin' Out;GBA;2003,0;Simulation;Electronic Arts;0,93;0,35;0,0;0,06;1,33;Bajas Ventas
1477;Triple Play 2001;PS;2000,0;Sports;Electronic Arts;0,74;0,5;0,0;0,09;1,33;Bajas Ventas
1478;Metroid Prime 2: Echoes;GC;2004,0;Shooter;Nintendo;0,87;0,35;0,07;0,04;1,33;Bajas Ventas
1479;UFC Undisputed 2010;X360;2010,0;Fighting;THQ;0,9;0,31;0,0;0,11;1,33;Bajas Ventas
1480;Final Fantasy X / X-2 HD Remaster;PS3;2013,0;Role-Playing;Square Enix;0,43;0,4;0,32;0,18;1,33;Bajas Ventas
1481;Corvette;PS2;2004,0;Racing;TDK Mediactive;0,65;0,51;0,0;0,17;1,33;Bajas Ventas
1482;Petz Wild Animals: Dolphinz;DS;2007,0;Simulation;Ubisoft;0,71;0,48;0,0;0,13;1,33;Bajas Ventas
1483;Pokemon Ranger: Guardian Signs;DS;2010,0;Role-Playing;Nintendo;0,51;0,17;0,58;0,06;1,33;Bajas Ventas
1484;Middle-Earth: Shadow of Mordor;XOne;2014,0;Action;Warner Bros, Interactive Entertainment;0,72;0,5;0,01;0,1;1,32;Bajas Ventas
1485;Need for Speed Underground Rivals;PSP;2005,0;Racing;Electronic Arts;0,69;0,38;0,02;0,24;1,32;Bajas Ventas
1486;LEGO Batman: The Videogame;PS3;2008,0;Action;Warner Bros, Interactive Entertainment;0,72;0,42;0,0;0,19;1,32;Bajas Ventas
1487;Dark Souls II;PS3;2014,0;Role-Playing;Namco Bandai Games;0,4;0,36;0,4;0,17;1,32;Bajas Ventas
1488;World of Warcraft: Wrath of the Lich King;PC;2008,0;Role-Playing;Activision;0,01;0,13;0,0;1,18;1,32;Bajas Ventas
1489;Kingdom Hearts II;PS3;2014,0;Role-Playing;Square Enix;0,52;0,43;0,18;0,19;1,32;Bajas Ventas
1490;The LEGO Movie Videogame;X360;2014,0;Action;Warner Bros, Interactive Entertainment;0,69;0,52;0,0;0,11;1,32;Bajas Ventas
1491;TOCA 2: Touring Cars;PS;1998,0;Racing;Codemasters;0,03;1,16;0,02;0,11;1,32;Bajas Ventas
1492;Gyromite;NES;1985,0;Puzzle;Nintendo;0,73;0,16;0,4;0,03;1,32;Bajas Ventas
1493;NFL 2K3;PS2;2002,0;Sports;Atari;1,06;0,08;0,0;0,18;1,32;Bajas Ventas
1494;Fighting Force;PS;1997,0;Fighting;Eidos Interactive;0,73;0,5;0,0;0,09;1,32;Bajas Ventas
1495;Mega Man Battle Network 4: Red Sun / Blue Moon;GBA;2003,0;Role-Playing;Capcom;0,31;0,04;0,96;0,01;1,32;Bajas Ventas
1496;MAG: Massive Action Game;PS3;2010,0;Shooter;Sony Computer Entertainment;0,77;0,3;0,09;0,16;1,32;Bajas Ventas
1497;Madden NFL 97;PS;1996,0;Sports;Electronic Arts;0,73;0,5;0,0;0,09;1,32;Bajas Ventas
1498;Cars 2;DS;2011,0;Racing;Disney Interactive Studios;0,72;0,44;0,04;0,12;1,32;Bajas Ventas
1499;Skylanders Giants;X360;2012,0;Action;Activision;0,75;0,45;0,0;0,11;1,32;Bajas Ventas
1500;LEGO Batman: The Videogame;PSP;;Action;Warner Bros, Interactive Entertainment;0,57;0,46;0,0;0,28;1,32;Bajas Ventas
1501;TNN Motor Sports Hardcore 4x4;PS;1996,0;Racing;ASC Games;0,73;0,5;0,0;0,09;1,31;Bajas Ventas
